"subj_id","certain","stimuli","condition"
695784,4,"u_liveliness","um"
695784,6,"f_drama","fluent"
695784,3,"c_balance","click"
695784,3,"s_serene","sil"
695784,2,"u_balance","um"
695784,4,"u_vintage","um"
695784,6,"c_liveliness","click"
695784,3,"s_elegant","sil"
695784,2,"s_imagination","sil"
695784,6,"f_texture","fluent"
695784,3,"s_dynamic","sil"
695784,3,"u_dynamic","um"
695784,5,"f_balance","fluent"
695784,3,"u_drama","um"
695784,5,"s_texture","sil"
695784,2,"s_drama","sil"
695784,5,"c_vintage","click"
695784,7,"f_tension","fluent"
695784,4,"c_texture","click"
695784,3,"c_serene","click"
695784,5,"u_imagination","um"
695784,6,"f_dynamic","fluent"
695784,5,"f_serene","fluent"
695784,4,"c_imagination","click"
695784,5,"s_tension","sil"
695784,5,"f_liveliness","fluent"
695784,4,"s_vintage","sil"
695784,5,"c_drama","click"
695784,3,"c_tension","click"
695784,2,"s_balance","sil"
695784,1,"c_elegant","click"
695784,5,"f_imagination","fluent"
695784,3,"u_tension","um"
695784,5,"f_elegant","fluent"
695784,3,"u_serene","um"
695785,5,"u_tension","um"
695785,5,"u_imagination","um"
695785,5,"c_elegant","click"
695785,6,"f_tension","fluent"
695785,4,"s_dynamic","sil"
695785,5,"f_dynamic","fluent"
695785,6,"s_tension","sil"
695785,5,"s_elegant","sil"
695785,5,"s_balance","sil"
695785,4,"u_elegant","um"
695785,4,"s_serene","sil"
695785,4,"u_drama","um"
695785,5,"u_liveliness","um"
695785,6,"s_liveliness","sil"
695785,5,"u_balance","um"
695785,5,"f_imagination","fluent"
695785,5,"u_serene","um"
695785,5,"s_imagination","sil"
695785,6,"f_texture","fluent"
695785,5,"u_texture","um"
695785,5,"c_liveliness","click"
695785,4,"c_drama","click"
695785,3,"f_elegant","fluent"
695785,5,"s_drama","sil"
695785,6,"f_drama","fluent"
695785,4,"c_imagination","click"
695785,4,"c_vintage","click"
695785,4,"c_serene","click"
695785,5,"f_serene","fluent"
695785,4,"u_vintage","um"
695785,4,"c_dynamic","click"
695785,5,"f_vintage","fluent"
695785,5,"u_dynamic","um"
695785,5,"s_texture","sil"
695785,5,"f_balance","fluent"
695785,4,"c_balance","click"
695785,5,"f_liveliness","fluent"
695785,5,"c_texture","click"
695785,6,"s_vintage","sil"
695785,5,"c_tension","click"
695787,3,"u_balance","um"
695787,3,"c_drama","click"
695787,5,"f_tension","fluent"
695787,4,"f_vintage","fluent"
695787,4,"f_dynamic","fluent"
695787,5,"f_texture","fluent"
695787,4,"s_elegant","sil"
695787,5,"s_liveliness","sil"
695787,5,"f_liveliness","fluent"
695787,4,"s_serene","sil"
695787,5,"f_elegant","fluent"
695787,3,"c_tension","click"
695787,3,"u_texture","um"
695787,4,"s_vintage","sil"
695787,3,"u_elegant","um"
695787,5,"f_drama","fluent"
695787,3,"c_dynamic","click"
695787,4,"s_imagination","sil"
695787,3,"s_dynamic","sil"
695787,5,"f_serene","fluent"
695787,4,"s_drama","sil"
695787,3,"u_liveliness","um"
695787,4,"s_texture","sil"
695787,3,"u_drama","um"
695787,3,"c_balance","click"
695787,3,"c_liveliness","click"
695787,3,"u_vintage","um"
695787,3,"u_serene","um"
695787,3,"c_texture","click"
695787,4,"s_tension","sil"
695787,3,"u_imagination","um"
695787,5,"f_balance","fluent"
695787,3,"c_vintage","click"
695787,4,"f_imagination","fluent"
695787,3,"u_dynamic","um"
695787,4,"c_imagination","click"
695787,3,"c_serene","click"
695787,2,"c_elegant","click"
695787,3,"u_tension","um"
695787,4,"s_balance","sil"
695782,3,"s_texture","sil"
695782,4,"s_liveliness","sil"
695782,5,"f_tension","fluent"
695782,1,"u_texture","um"
695782,2,"c_texture","click"
695782,1,"c_dynamic","click"
695782,3,"s_imagination","sil"
695782,4,"f_vintage","fluent"
695782,2,"u_serene","um"
695782,2,"s_drama","sil"
695782,1,"c_elegant","click"
695782,5,"f_balance","fluent"
695782,2,"u_liveliness","um"
695782,2,"c_imagination","click"
695782,2,"c_vintage","click"
695782,3,"c_serene","click"
695782,2,"u_balance","um"
695782,2,"u_vintage","um"
695782,2,"c_liveliness","click"
695782,3,"f_dynamic","fluent"
695782,2,"u_tension","um"
695782,4,"s_vintage","sil"
695782,5,"f_liveliness","fluent"
695782,2,"c_drama","click"
695782,2,"u_imagination","um"
695782,3,"s_serene","sil"
695782,6,"f_texture","fluent"
695782,2,"u_drama","um"
695782,6,"f_imagination","fluent"
695782,6,"f_drama","fluent"
695782,1,"c_tension","click"
695782,3,"s_dynamic","sil"
695782,5,"s_elegant","sil"
695782,6,"f_serene","fluent"
695782,2,"c_balance","click"
695782,4,"s_balance","sil"
695782,3,"s_tension","sil"
695782,5,"f_elegant","fluent"
695782,2,"u_dynamic","um"
695782,2,"u_elegant","um"
695790,6,"f_imagination","fluent"
695790,6,"s_balance","sil"
695790,4,"u_elegant","um"
695790,4,"u_tension","um"
695790,5,"c_texture","click"
695790,6,"f_texture","fluent"
695790,4,"c_liveliness","click"
695790,6,"f_liveliness","fluent"
695790,6,"f_dynamic","fluent"
695790,6,"f_serene","fluent"
695790,6,"f_elegant","fluent"
695790,5,"s_liveliness","sil"
695790,4,"u_liveliness","um"
695790,3,"c_drama","click"
695790,3,"s_serene","sil"
695790,4,"c_serene","click"
695790,5,"u_dynamic","um"
695790,6,"f_balance","fluent"
695790,4,"u_texture","um"
695790,4,"u_serene","um"
695790,3,"c_dynamic","click"
695790,4,"s_drama","sil"
695790,3,"s_tension","sil"
695790,3,"c_elegant","click"
695790,6,"f_vintage","fluent"
695790,3,"c_tension","click"
695790,4,"s_texture","sil"
695790,5,"u_imagination","um"
695790,4,"u_drama","um"
695790,4,"s_imagination","sil"
695790,3,"s_dynamic","sil"
695790,4,"s_elegant","sil"
695790,6,"f_tension","fluent"
695790,4,"s_vintage","sil"
695790,4,"c_vintage","click"
695790,3,"c_balance","click"
695790,3,"u_vintage","um"
695790,6,"f_drama","fluent"
695790,4,"c_imagination","click"
695790,3,"u_balance","um"
